parameter,value,cost,discomfort,cycles,avg_cycle_duration,short_cycling_violations,peak_load
w1,0.5,10.478605418111872,31142.873856149723,1,0.0,1,1.7716363875570411
w1,1.0,10.464852303409682,31172.813614968174,1,0.0,1,1.9236803549209662
w1,1.5,10.454141405734314,31254.312012183083,1,0.0,1,1.8168201646559303
w1,2.0,10.466611452787053,30985.802617146273,1,0.0,1,1.921724023415224
