parameter,value,cost,discomfort,cycles,avg_cycle_duration,short_cycling_violations,peak_load
w3,0.0,10.427816040783236,31125.80996921635,1,0.0,1,1.8791416179626066
w3,2.5,10.478440512587856,30964.82812569683,1,0.0,1,1.8796728907188311
w3,5.0,10.429555951871547,31292.626459135594,1,0.0,1,1.862696021549983
w3,7.5,10.420381987313812,31097.448431864505,1,0.0,1,1.845250256808697
w3,10.0,10.501059620545199,31152.615792218963,1,0.0,1,1.7928192298477865
