parameter,value,cost,discomfort,cycles,avg_cycle_duration,short_cycling_violations,peak_load
w2,5.0,10.43456786372827,31150.04118597528,1,0.0,1,1.7986676804675765
w2,10.0,10.427133682589462,31221.720191984947,1,0.0,1,1.823751976379813
w2,15.0,10.47854381635274,31171.311362205415,1,0.0,1,1.9324712577373127
w2,20.0,10.435915941307051,31133.998470507715,1,0.0,1,1.8728147198609502
